Read.ID,TeamID,EcoplateID,Plate,Day,DayNumber,Sample.ID,Pyruvic.Acid.Methyl.Ester,Tween.40,Tween.80,alpha.Cyclodextrin,Glycogen,D.Cellobiose,alpha.D.Lactose,beta.Methyl.D.Glucoside,D.Xylose,i.Erythritol,D.Mannitol,N.Acetyl.D.Glucosamine,D.Glucosaminic.Acid,Glucose.1.Phosphate,alpha.Glycerol.Phosphate,D.Galactonic.Acid.gamma.Lactone,D.Galacturonic.Acid,X2.Hydroxy.Benzoic.Acid,X4.Hydroxy.Benzoic.Acid,gamma.Hydroxybutyric.Acid,Itaconic.Acid,alpha.Ketobutyric.Acid,D.Malic.Acid,L.Arginine,L.Asparagine,L.Phenylalanine,L.Serine,L.Threonine,Glycyl.L.Glutamic.Acid,Phenylethyl.amine,Putrescine
Team-1_Plate-6_Day-3,W17-1,W17-1-E6,Plate-6,Day-3,3,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-3,W17-1,W17-1-E6,Plate-6,Day-3,3,Sample_3,NA,0.003,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,0.098,0.058,NA,NA,NA,NA,NA,NA,0.102,0.106,0.276,0.037,NA,NA,NA,NA
Team-1_Plate-6_Day-5,W17-1,W17-1-E6,Plate-6,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-5,W17-1,W17-1-E6,Plate-6,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-5,W17-1,W17-1-E6,Plate-6,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,0.087,0.024,NA,NA,NA,NA,NA,NA,0.082,0.048,0.236,0.011,NA,NA,NA,NA
Team-1_Plate-6_Day-7,W17-1,W17-1-E6,Plate-6,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-7,W17-1,W17-1-E6,Plate-6,Day-7,7,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-7,W17-1,W17-1-E6,Plate-6,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,0.083,0.014,NA,NA,NA,NA,NA,NA,0.084,0.05,0.231,0.018,NA,NA,NA,NA
Team-1_Plate-6_Day-9,W17-1,W17-1-E6,Plate-6,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.04,0.011,NA,NA,NA,NA,NA,NA,0.052,0.026,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-9,W17-1,W17-1-E6,Plate-6,Day-9,9,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-6_Day-9,W17-1,W17-1-E6,Plate-6,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.057,0.012,NA,NA,NA,NA,NA,NA,0.049,0.02,0.2,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-1,W17-1,W17-1-E7,Plate-7,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-1,W17-1,W17-1-E7,Plate-7,Day-1,1,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,0.166,0.083,0.016,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-1,W17-1,W17-1-E7,Plate-7,Day-1,1,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,0.448,0.053,NA,NA,NA,NA,NA,NA,0.188,0.074,0.005,0.002,NA,NA,NA,NA
Team-1_Plate-7_Day-11,W17-1,W17-1-E7,Plate-7,Day-11,11,Sample_1,0.574,0.55,0.263,NA,0.656,NA,NA,0.045,1.168,0.475,0.608,0.435,0.651,NA,NA,1.08,0.936,NA,NA,NA,0.761,NA,0.598,0.717,NA,NA,0.484,NA,0.581,NA,0.141
Team-1_Plate-7_Day-11,W17-1,W17-1-E7,Plate-7,Day-11,11,Sample_2,1.165,0.353,NA,NA,NA,NA,NA,NA,NA,NA,0.272,0.277,0.204,NA,NA,1.072,0.192,NA,1.868,NA,NA,NA,0.364,0.321,0.238,NA,NA,NA,0.061,NA,0.396
Team-1_Plate-7_Day-11,W17-1,W17-1-E7,Plate-7,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-3,W17-1,W17-1-E7,Plate-7,Day-3,3,Sample_1,0.144,0.468,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,0.025,0.384,0.422,NA,NA,NA,0.011,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-3,W17-1,W17-1-E7,Plate-7,Day-3,3,Sample_2,0.45,0.032,0.027,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0.093,0.223,NA,NA,0.007,NA,NA,NA,NA,0.148,0.096,0.104,0.02,0.057,0.011,NA,NA
Team-1_Plate-7_Day-3,W17-1,W17-1-E7,Plate-7,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.3,0.002,NA,NA,NA,NA,NA,NA,0.137,0.022,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-5,W17-1,W17-1-E7,Plate-7,Day-5,5,Sample_1,0.406,0.436,0.182,NA,NA,NA,NA,NA,0.23,NA,NA,NA,0.283,NA,NA,0.746,0.833,NA,NA,NA,0.108,NA,NA,0.284,NA,NA,0.01,NA,NA,NA,NA
Team-1_Plate-7_Day-5,W17-1,W17-1-E7,Plate-7,Day-5,5,Sample_2,1.061,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,0.472,NA,NA,0.655,NA,NA,NA,NA,0.125,0.098,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-5,W17-1,W17-1-E7,Plate-7,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-7,W17-1,W17-1-E7,Plate-7,Day-7,7,Sample_1,0.616,0.593,0.362,NA,0.117,NA,NA,NA,0.692,0.214,0.105,0.111,0.845,NA,NA,1.037,1.005,NA,NA,NA,0.794,NA,0.169,0.539,NA,NA,0.281,NA,0.308,NA,NA
Team-1_Plate-7_Day-7,W17-1,W17-1-E7,Plate-7,Day-7,7,Sample_2,1.308,0.219,0.003,NA,NA,NA,NA,0.017,NA,NA,0.076,0.089,NA,NA,NA,0.986,0.085,NA,1.371,NA,NA,NA,0.019,0.167,0.179,0.033,NA,NA,0.022,NA,0.245
Team-1_Plate-7_Day-7,W17-1,W17-1-E7,Plate-7,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,0.304,0.015,NA,NA,NA,NA,NA,NA,0.084,0.022,NA,NA,NA,NA,NA,NA
Team-1_Plate-7_Day-9,W17-1,W17-1-E7,Plate-7,Day-9,9,Sample_1,0.602,0.587,0.305,NA,0.348,NA,NA,NA,0.908,0.331,0.502,0.282,0.679,NA,NA,1.073,0.932,NA,NA,NA,0.78,NA,0.454,0.622,NA,NA,0.325,NA,0.422,NA,NA
Team-1_Plate-7_Day-9,W17-1,W17-1-E7,Plate-7,Day-9,9,Sample_2,1.24,0.317,NA,NA,NA,NA,NA,NA,NA,NA,0.138,0.152,0.13,NA,NA,1.102,0.185,NA,1.707,NA,NA,NA,0.187,0.207,0.204,0.009,NA,NA,0.029,NA,0.418
Team-1_Plate-7_Day-9,W17-1,W17-1-E7,Plate-7,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-1,W17-1,W17-1-E8,Plate-8,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-1,W17-1,W17-1-E8,Plate-8,Day-1,1,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,NA,0.12,0.026,0.004,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-1,W17-1,W17-1-E8,Plate-8,Day-1,1,Sample_3,0.441,0.281,NA,NA,0.013,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,0.129,0.046,NA,NA,NA,NA,NA,NA,0.206,0.074,NA,0.013,NA,NA,NA,NA
Team-1_Plate-8_Day-11,W17-1,W17-1-E8,Plate-8,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-11,W17-1,W17-1-E8,Plate-8,Day-11,11,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-11,W17-1,W17-1-E8,Plate-8,Day-11,11,Sample_3,0.54,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0.474,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-3,W17-1,W17-1-E8,Plate-8,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-3,W17-1,W17-1-E8,Plate-8,Day-3,3,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-3,W17-1,W17-1-E8,Plate-8,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-5,W17-1,W17-1-E8,Plate-8,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-5,W17-1,W17-1-E8,Plate-8,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-5,W17-1,W17-1-E8,Plate-8,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-7,W17-1,W17-1-E8,Plate-8,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-7,W17-1,W17-1-E8,Plate-8,Day-7,7,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-7,W17-1,W17-1-E8,Plate-8,Day-7,7,Sample_3,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,0.021,NA,NA,NA,NA,NA,NA,0.074,0.093,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-9,W17-1,W17-1-E8,Plate-8,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-9,W17-1,W17-1-E8,Plate-8,Day-9,9,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA
Team-1_Plate-8_Day-9,W17-1,W17-1-E8,Plate-8,Day-9,9,Sample_3,0.229,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0.167,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-1,W17-2,W17-2-E5,Plate-5,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.003,0.003,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-1,W17-2,W17-2-E5,Plate-5,Day-1,1,Sample_2,NA,0.01,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA
Team-2_Plate-5_Day-1,W17-2,W17-2-E5,Plate-5,Day-1,1,Sample_3,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-11,W17-2,W17-2-E5,Plate-5,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.039,0.01,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-11,W17-2,W17-2-E5,Plate-5,Day-11,11,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-11,W17-2,W17-2-E5,Plate-5,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-3,W17-2,W17-2-E5,Plate-5,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,0.055,NA,0.026,0.031,0.015,NA,NA,NA,0.025,NA,NA,NA,NA,0.002,NA,NA
Team-2_Plate-5_Day-3,W17-2,W17-2-E5,Plate-5,Day-3,3,Sample_2,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,0.008,NA,NA,NA
Team-2_Plate-5_Day-3,W17-2,W17-2-E5,Plate-5,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-5,W17-2,W17-2-E5,Plate-5,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-5,W17-2,W17-2-E5,Plate-5,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-5,W17-2,W17-2-E5,Plate-5,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-7,W17-2,W17-2-E5,Plate-5,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-7,W17-2,W17-2-E5,Plate-5,Day-7,7,Sample_2,NA,NA,NA,0.028,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-7,W17-2,W17-2-E5,Plate-5,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-9,W17-2,W17-2-E5,Plate-5,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,0.022,NA,0.001,0.005,NA,NA,NA,NA,0.011,0.002,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-9,W17-2,W17-2-E5,Plate-5,Day-9,9,Sample_2,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,0.011,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-5_Day-9,W17-2,W17-2-E5,Plate-5,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-1,W17-2,W17-2-E6,Plate-6,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-1,W17-2,W17-2-E6,Plate-6,Day-1,1,Sample_2,NA,0.099,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,0.069,NA,0.05,NA,NA,NA,0.029,0.026,NA,0.033,NA,NA,NA,NA
Team-2_Plate-6_Day-1,W17-2,W17-2-E6,Plate-6,Day-1,1,Sample_3,NA,0.015,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-11,W17-2,W17-2-E6,Plate-6,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-11,W17-2,W17-2-E6,Plate-6,Day-11,11,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-11,W17-2,W17-2-E6,Plate-6,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-3,W17-2,W17-2-E6,Plate-6,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.004,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-3,W17-2,W17-2-E6,Plate-6,Day-3,3,Sample_2,NA,0.076,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,NA,0.071,NA,0.063,NA,0.007,NA,0.127,0.058,0.048,0.044,NA,NA,NA,NA
Team-2_Plate-6_Day-3,W17-2,W17-2-E6,Plate-6,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-5,W17-2,W17-2-E6,Plate-6,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-5,W17-2,W17-2-E6,Plate-6,Day-5,5,Sample_2,NA,0.085,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,0.019,0.086,NA,0.063,NA,0.014,NA,0.121,0.07,0.074,0.047,NA,NA,0.003,NA
Team-2_Plate-6_Day-5,W17-2,W17-2-E6,Plate-6,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,0.001,0.019,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-7,W17-2,W17-2-E6,Plate-6,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-7,W17-2,W17-2-E6,Plate-6,Day-7,7,Sample_2,NA,0.02,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,0.069,0.016,0.022,NA,0.008,NA,NA,NA,0.071,0.014,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-7,W17-2,W17-2-E6,Plate-6,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.015,NA,NA,NA,NA,NA,0.014,0.002,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-9,W17-2,W17-2-E6,Plate-6,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-9,W17-2,W17-2-E6,Plate-6,Day-9,9,Sample_2,NA,0.003,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,0.066,0.001,0.012,NA,NA,NA,NA,NA,0.076,0.014,NA,NA,NA,NA,NA,NA
Team-2_Plate-6_Day-9,W17-2,W17-2-E6,Plate-6,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-7_Day-1,W17-2,W17-2-E7,Plate-7,Day-1,1,Sample_1,0.149,0.164,0.152,0.09,0.079,0.041,NA,0.087,0.098,NA,0.123,0.058,0.068,0.036,NA,0.116,0.037,0.026,0.007,0.184,0.18,0.118,0.007,0.075,0.043,0.017,0.026,0.033,0.056,0.026,NA
Team-2_Plate-7_Day-1,W17-2,W17-2-E7,Plate-7,Day-1,1,Sample_2,NA,0.183,0.173,NA,NA,0.034,NA,NA,NA,NA,0.031,0.064,0.04,0.049,NA,NA,0.024,NA,NA,0.062,NA,0.02,NA,0.011,0.029,NA,NA,0.042,0.026,0.031,NA
Team-2_Plate-7_Day-1,W17-2,W17-2-E7,Plate-7,Day-1,1,Sample_3,0.04,0.166,0.15,NA,NA,0.037,0.019,0.09,0.159,NA,0.047,NA,0.017,0.086,0.035,0.045,0.152,0.055,0.001,0.084,0.087,0.116,0.042,0.074,0.08,0.002,0.034,0.175,0.114,0.133,0.055
Team-2_Plate-7_Day-11,W17-2,W17-2-E7,Plate-7,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.028,0.012,NA,0.409,0.017,NA,NA,NA,0.006,0.042,0.117,0.015,0.012,NA,NA,NA
Team-2_Plate-7_Day-11,W17-2,W17-2-E7,Plate-7,Day-11,11,Sample_2,0.014,0.029,0.017,NA,NA,NA,NA,0.085,0.03,0.012,0.087,0.083,NA,NA,NA,0.104,0.129,0.052,0.033,0.022,NA,NA,NA,0.121,0.071,0.009,0.005,0.016,0.001,NA,NA
Team-2_Plate-7_Day-11,W17-2,W17-2-E7,Plate-7,Day-11,11,Sample_3,NA,0.02,NA,NA,NA,NA,NA,0.03,0.023,NA,NA,NA,NA,NA,NA,0.039,0.044,0.037,NA,NA,NA,NA,NA,0.08,NA,0.025,0.036,NA,0.301,NA,NA
Team-2_Plate-7_Day-3,W17-2,W17-2-E7,Plate-7,Day-3,3,Sample_1,0.111,0.108,0.101,0.079,0.069,0.027,NA,0.066,0.057,NA,0.124,0.06,0.061,0.022,NA,0.11,0.018,0.016,NA,0.157,0.15,0.088,NA,0.021,0.003,0.008,0.02,0.024,0.051,0.013,NA
Team-2_Plate-7_Day-3,W17-2,W17-2-E7,Plate-7,Day-3,3,Sample_2,NA,0.16,0.152,NA,NA,NA,NA,NA,NA,NA,0.039,0.055,0.032,0.015,NA,0.042,NA,NA,NA,0.063,0.012,0.024,NA,0.119,0.019,NA,0.046,0.066,0.032,0.071,NA
Team-2_Plate-7_Day-3,W17-2,W17-2-E7,Plate-7,Day-3,3,Sample_3,0.022,0.069,0.058,0.021,0.002,0.018,NA,0.106,0.073,NA,0.02,0.016,NA,0.027,NA,0.076,0.098,0.014,0.018,0.034,0.013,0.016,NA,0.05,NA,0.05,0.044,0.075,0.073,0.035,NA
